zm	m1	m2	Dl	s1	s2	HLV
0.285125	8.449	5.618800000000001	1510.4624346180967	0.0	0.0	20.97572140676627
0.282425	27.0	23.0	1494.0747958316522	0.0	0.0	56.974193225593744
0.281335	44.462724	28.090311999999994	1487.469072096469	0.0	0.0	74.66766347802495
0.285125	8.449	5.618800000000001	1510.4624346180967	0.0	0.0	20.97572140676627
0.28031500000000004	30.72537800000001	23.40581700000001	1481.2928033691744	0.0	0.0	60.94100228218307
0.285675	20.0	11.999999999999995	1513.8049879526711	0.0	0.0	37.82258950069883
0.294075	30.72537800000001	23.40581700000001	1565.036146634812	0.0	0.0	58.22050071410649
0.299045	37.99999999999999	34.999999999999986	1595.5071860335595	0.0	0.0	74.12444821256136
0.296995	43.99999999999999	35.99999999999999	1582.9243689940356	0.0	0.0	79.55836740916773
0.294765	29.0	22.0	1569.2594808963609	0.0	0.0	55.121483046486325
0.295475	30.72537800000001	23.40581700000001	1573.6076076218762	0.0	0.0	57.957942210172476
0.290535	41.00000000000001	38.00000000000001	1543.4044882020887	0.0	0.0	81.14392841630124
0.290905	30.72537800000001	23.40581700000001	1545.6626090844195	0.0	0.0	58.82436591497914
0.291615	27.0	23.0	1549.9976023234674	0.0	0.0	55.2606439481485
0.292945	43.99999999999999	35.99999999999999	1558.124594913381	0.0	0.0	80.62589640685968
0.299975	30.72537800000001	23.40581700000001	1601.222083230513	0.0	0.0	57.130627885993185
0.295555	20.0	11.999999999999995	1574.0976884316697	0.0	0.0	36.582691167929895
0.290225	32.0	20.0	1541.5130558598858	0.0	0.0	55.35169323097
0.290535	41.00000000000001	38.00000000000001	1543.4044882020887	0.0	0.0	81.14392841630124
0.290585	36.0	6.599999999999998	1543.7096012135569	0.0	0.0	30.732783792243552
0.306345	8.449	5.618800000000001	1640.4762766595045	0.0	0.0	19.552270544713064
0.306345	30.72537800000001	23.40581700000001	1640.4762766595045	0.0	0.0	56.00110591521656
0.309985	27.0	23.0	1662.9932123687	0.0	0.0	52.144094006815294
0.301215	45.0	19.0	1608.8483378512988	0.0	0.0	56.56569056922894
0.309985	27.0	23.0	1662.9932123687	0.0	0.0	52.144094006815294
0.301415	8.3	8.1	1610.0790623495245	0.0	0.0	22.812188522165673
0.301215	45.0	19.0	1608.8483378512988	0.0	0.0	56.56569056922894
0.300775	32.0	20.0	1606.1414119735227	0.0	0.0	53.49701345568568
0.308825	30.72537800000001	23.40581700000001	1655.8107233220792	0.0	0.0	55.573957114905014
0.30080500000000004	27.0	23.0	1606.325945915714	0.0	0.0	53.65324061609783
0.308155	30.72537800000001	23.40581700000001	1651.6650966256916	0.0	0.0	55.688678657121066
0.307925	37.99999999999999	34.999999999999986	1650.2424576740189	0.0	0.0	72.05088094364642
0.30080500000000004	27.0	23.0	1606.325945915714	0.0	0.0	53.65324061609783
0.304625	8.449	5.618800000000001	1629.858115170192	0.0	0.0	19.66020265092642
0.303805	30.72537800000001	23.40581700000001	1624.8008857206726	0.0	0.0	56.445816064359434
0.303775	40.99999999999998	36.99999999999999	1624.6159253993935	0.0	0.0	76.84585492939091
0.30080500000000004	27.0	23.0	1606.325945915714	0.0	0.0	53.65324061609783
0.305425	20.0	11.999999999999995	1634.795058485247	0.0	0.0	35.425202264606234
0.31150500000000003	43.99999999999999	35.99999999999999	1672.4143044819648	0.0	0.0	75.96388962298519
0.314765	8.449	5.618800000000001	1692.6565264759681	0.0	0.0	19.041073357010028
0.314765	8.449	5.618800000000001	1692.6565264759681	0.0	0.0	19.041073357010028
0.315295	20.0	11.999999999999995	1695.9521290724267	0.0	0.0	34.341195417225535
0.313415	17.0	6.200000000000001	1684.2679870949341	0.0	0.0	24.430911133714844
0.319315	37.99999999999999	34.999999999999986	1720.9915230550628	0.0	0.0	69.56179189977179
0.315295	20.0	11.999999999999995	1695.9521290724267	0.0	0.0	34.341195417225535
0.311655	35.0	30.0	1673.3446043747192	0.0	0.0	64.75134915075955
0.312255	37.99999999999999	34.999999999999986	1677.0668571698804	0.0	0.0	71.08300235020724
0.314225	29.0	22.0	1689.3000899977178	0.0	0.0	51.875317645168494
0.312515	33.99999999999999	11.999999999999998	1678.680356494051	0.0	0.0	39.882736355915405
0.310045	43.99999999999999	35.99999999999999	1663.3648922209586	0.0	0.0	76.31018185729282
0.324295	52.99999999999999	30.0	1752.1143426148462	0.0	0.0	70.22100277267512
0.32250500000000004	22.20439999999999	20.00789999999999	1740.9144335509945	0.0	0.0	43.58554300865246
0.328705	43.99999999999999	35.99999999999999	1779.7703369950605	0.0	0.0	72.11838549589294
0.323325	8.317999999999998	6.381899999999997	1746.0432835370395	0.0	0.0	19.432009576590417
0.320325	45.0	19.0	1727.2943081839308	0.0	0.0	53.249273293786516
0.325345	38.72023199999999	26.20747599999999	1758.6909938910894	0.0	0.0	60.28935490403362
0.333675	29.0	22.0	1811.0449834522	0.0	0.0	49.01325109152376
0.335035	20.0	11.999999999999995	1819.6226648869808	0.0	0.0	32.36760951555521
0.339415	45.0	19.0	1847.3049118390347	0.0	0.0	50.31307159029579
0.339905	43.99999999999999	35.99999999999999	1850.4071865615927	0.0	0.0	69.82591196332268
0.331905	43.99999999999999	35.99999999999999	1799.8939985084762	0.0	0.0	71.44741588136836
0.336055	10.365892	6.8737	1826.0614440910865	0.0	0.0	20.77121599242394
0.339365	24.31667699999999	6.073195999999998	1846.988414207536	0.0	0.0	23.99056594958482
0.339275	17.0	6.200000000000001	1846.4187469514527	0.0	0.0	22.593740944857103
0.333675	29.0	22.0	1811.0449834522	0.0	0.0	49.01325109152376
0.339795	40.99999999999998	36.99999999999999	1849.710663101201	0.0	0.0	68.96192295047564
0.344305	33.99999999999999	11.999999999999998	1878.3128672048385	0.0	0.0	36.31154661814872
0.348955	45.0	19.0	1907.8986151450104	0.0	0.0	48.96755000083908
0.346325	43.99999999999999	35.99999999999999	1891.1532708423874	0.0	0.0	68.57948804594675
0.343395	29.0	22.0	1872.5343152520559	0.0	0.0	47.70560727560744
0.346615	27.0	23.0	1892.9981971283264	0.0	0.0	46.92920456643776
0.344905	20.0	11.999999999999995	1882.1249368107588	0.0	0.0	31.466882962083144
0.341275	32.0	20.0	1859.086647132652	0.0	0.0	47.446696066474416
0.343395	29.0	22.0	1872.5343152520559	0.0	0.0	47.70560727560744
0.346615	27.0	23.0	1892.9981971283264	0.0	0.0	46.92920456643776
0.342275	43.99999999999999	35.99999999999999	1865.4273646839001	0.0	0.0	69.36027184693926
0.344905	20.0	11.999999999999995	1882.1249368107588	0.0	0.0	31.466882962083144
0.340185	8.449	5.618800000000001	1852.180402011264	0.0	0.0	17.652629966502367
0.346615	27.0	23.0	1892.9981971283264	0.0	0.0	46.92920456643776
0.343395	29.0	22.0	1872.5343152520559	0.0	0.0	47.70560727560744
0.35575500000000004	27.0	23.0	1951.3375020722349	0.0	0.0	45.797673240905205
0.353115	29.0	22.0	1934.448582167427	0.0	0.0	46.47051998795875
0.358495	45.0	19.0	1968.898787619182	0.0	0.0	47.694563073110814
0.35575500000000004	27.0	23.0	1951.3375020722349	0.0	0.0	45.797673240905205
0.35575500000000004	27.0	23.0	1951.3375020722349	0.0	0.0	45.797673240905205
0.358495	45.0	19.0	1968.898787619182	0.0	0.0	47.694563073110814
0.360815	9.3	6.1999999999999975	1983.7941009078709	0.0	0.0	17.925082254536356
0.368025	45.0	19.0	2030.2359732061745	0.0	0.0	46.48969779224804
0.368025	45.0	19.0	2030.2359732061745	0.0	0.0	46.48969779224804
0.364885	27.0	23.0	2009.9822696438614	0.0	0.0	44.724680166982736
0.364635	20.0	11.999999999999995	2008.3715660307025	0.0	0.0	29.81501183126221
0.364635	20.0	11.999999999999995	2008.3715660307025	0.0	0.0	29.81501183126221
0.364885	27.0	23.0	2009.9822696438614	0.0	0.0	44.724680166982736
0.365645	31.73906400000001	18.400129	2014.8804880792509	0.0	0.0	42.46536456758836
0.368025	45.0	19.0	2030.2359732061745	0.0	0.0	46.48969779224804
0.362825	29.0	22.0	1996.7182395000207	0.0	0.0	45.30319269516727
0.364895	37.99999999999999	34.999999999999986	2010.0467034787964	0.0	0.0	61.17297657631155
0.362825	29.0	22.0	1996.7182395000207	0.0	0.0	45.30319269516727
0.369935	32.0	20.0	2042.5769364202094	0.0	0.0	43.96587959017765
0.366445	25.753899999999994	18.3658	2020.03923592746	0.0	0.0	39.32103249860004
0.364825	43.99999999999999	35.99999999999999	2009.5956758257105	0.0	0.0	65.23611972634417
0.374985	8.317999999999998	6.381899999999997	2075.28251020698	0.0	0.0	16.82416613702063
0.374385	33.99999999999999	11.999999999999998	2071.3909170050933	0.0	0.0	33.49610975788756
0.374005	27.0	23.0	2068.9270464348833	0.0	0.0	43.705753803361674
0.374005	27.0	23.0	2068.9270464348833	0.0	0.0	43.705753803361674
0.377545	45.0	19.0	2091.904104668503	0.0	0.0	45.34769161277903
0.374505	20.0	11.999999999999995	2072.1691111412892	0.0	0.0	29.05517415714857
0.374695	36.0	12.0	2073.4013791867133	0.0	0.0	33.832324988781444
0.379755	41.00000000000001	38.00000000000001	2106.2759208615266	0.0	0.0	62.686069844356695
0.376975	40.99999999999999	14.000000000000002	2088.200756780844	0.0	0.0	37.481759296557485
0.376105	37.99999999999999	34.999999999999986	2082.550978674882	0.0	0.0	59.425196846435554
0.374005	27.0	23.0	2068.9270464348833	0.0	0.0	43.705753803361674
0.374505	20.0	11.999999999999995	2072.1691111412892	0.0	0.0	29.05517415714857
0.373035	8.449	5.618800000000001	2062.6405260692845	0.0	0.0	16.141245089685498
0.374005	27.0	23.0	2068.9270464348833	0.0	0.0	43.705753803361674
0.378665	43.99999999999999	35.99999999999999	2099.1849336857445	0.0	0.0	62.951267946927715
0.379525	43.99999999999999	35.99999999999999	2104.779232497576	0.0	0.0	62.81486422399678
0.373025	18.400129	18.0	2062.5757377981326	0.0	0.0	33.68480309124549
0.379095	43.99999999999999	35.99999999999999	2101.9816856842153	0.0	0.0	62.882987669557565
0.385625	36.0	13.0	2144.550723753284	0.0	0.0	34.46177034687233
0.387065	45.0	19.0	2153.96259320094	0.0	0.0	44.262697022529586
0.380815	43.99999999999999	35.99999999999999	2113.176637494131	0.0	0.0	62.61142963638809
0.384365	20.0	11.999999999999995	2136.3225890728877	0.0	0.0	28.335839958195727
0.384365	20.0	11.999999999999995	2136.3225890728877	0.0	0.0	28.335839958195727
0.383115	27.0	23.0	2128.1664555530388	0.0	0.0	42.73685333927824
0.387375	8.449	5.618800000000001	2155.989914364122	0.0	0.0	15.562702761134613
0.383115	27.0	23.0	2128.1664555530388	0.0	0.0	42.73685333927824
0.382245	29.0	22.0	2122.493730014599	0.0	0.0	43.147129506993124
0.387065	45.0	19.0	2153.96259320094	0.0	0.0	44.262697022529586
0.387165	9.3	6.1999999999999975	2154.6165230959577	0.0	0.0	16.740488214184968
0.389385	43.99999999999999	35.99999999999999	2169.1447140162027	0.0	0.0	61.29463396676298
0.387705	17.0	6.200000000000001	2158.148479628776	0.0	0.0	19.819961071307688
0.385725	40.99999999999998	36.99999999999999	2145.2040403523984	0.0	0.0	61.06833993521805
0.394225	20.0	11.999999999999995	2200.89119815856	0.0	0.0	27.65323022040015
0.395575	24.31667699999999	6.073195999999998	2209.763751259566	0.0	0.0	20.61841082217381
0.390165	43.99999999999999	35.99999999999999	2174.2541807183543	0.0	0.0	61.177698244677224
0.390485	8.317999999999998	6.381899999999997	2176.351118338677	0.0	0.0	16.177676004854902
0.394285	24.31667699999999	6.073195999999998	2201.2853707549034	0.0	0.0	20.6848356823197
0.391615	32.447191	14.021754999999999	2183.759399251143	0.0	0.0	34.627095056752715
0.398965	24.31667699999999	6.073195999999998	2232.0775107292766	0.0	0.0	20.445940039081197
0.392225	27.0	23.0	2187.7608055713363	0.0	0.0	41.813331259533854
0.399725	8.449	5.618800000000001	2237.0866230359834	0.0	0.0	15.098101643675424
0.392485	24.31667699999999	6.073195999999998	2189.466801233676	0.0	0.0	20.778265499738964
0.394485	33.99999999999999	11.999999999999998	2202.599389034121	0.0	0.0	31.855805135301527
0.396095	8.449	5.618800000000001	2213.1833747396176	0.0	0.0	15.231617282631802
0.391095	24.31667699999999	6.073195999999998	2180.3496073436545	0.0	0.0	20.85101399927171
0.392395	8.449	5.618800000000001	2188.8762319382363	0.0	0.0	15.370281605692503
0.394735	43.99999999999999	35.99999999999999	2204.24214900091	0.0	0.0	60.50199420320066
0.391955	29.0	22.0	2185.989497178573	0.0	0.0	42.149300895456264
0.398385	43.99999999999999	35.99999999999999	2228.256395870162	0.0	0.0	59.973617801317474
0.399835	37.99999999999999	34.999999999999986	2237.811826564312	0.0	0.0	56.05319714557125
0.392225	27.0	23.0	2187.7608055713363	0.0	0.0	41.813331259533854
0.399725	8.449	5.618800000000001	2237.0866230359834	0.0	0.0	15.098101643675424
0.392395	8.449	5.618800000000001	2188.8762319382363	0.0	0.0	15.370281605692503
0.391285	32.0	20.0	2181.5953601622127	0.0	0.0	41.702608687922215
0.404275	38.72023199999999	26.20747599999999	2267.125893714635	0.0	0.0	48.911715829305166
0.401655	29.0	22.0	2249.8179969052544	0.0	0.0	41.20057339459329
0.409275	8.317999999999998	6.381899999999997	2300.2354661298473	0.0	0.0	15.460401990843954
0.406285	43.99999999999999	35.99999999999999	2280.423467737982	0.0	0.0	58.862989966656855
0.406095	45.0	19.0	2279.1657644248835	0.0	0.0	42.24868234598397
0.408645	8.317999999999998	6.381899999999997	2296.0579513958005	0.0	0.0	15.483368817098127
0.408875	43.99999999999999	35.99999999999999	2297.5828854293577	0.0	0.0	58.50835474921082
0.401325	27.0	23.0	2247.6400259950856	0.0	0.0	40.9329471939901
0.406355	24.31667699999999	6.073195999999998	2280.8868699097643	0.0	0.0	20.08013395043403
0.406095	45.0	19.0	2279.1657644248835	0.0	0.0	42.24868234598397
0.402675	8.556299999999998	8.397499999999999	2256.552782260057	0.0	0.0	17.63929322006906
0.406615	43.99999999999999	35.99999999999999	2282.608256105507	0.0	0.0	58.81754999255494
0.406915	34.99999999999999	14.999999999999995	2284.5948196381783	0.0	0.0	35.30267099781616
0.403125	32.0	20.0	2259.5253912989824	0.0	0.0	40.549892661389
0.408235	43.99999999999999	35.99999999999999	2293.340134000445	0.0	0.0	58.595561934337695
0.409335	37.99999999999999	34.999999999999986	2300.633410336212	0.0	0.0	54.814473024682094
0.406045	32.0	20.0	2278.834814790711	0.0	0.0	40.27582768178529
0.406095	45.0	19.0	2279.1657644248835	0.0	0.0	42.24868234598397
0.404085	20.0	11.999999999999995	2265.86977860696	0.0	0.0	27.004648931695098
0.408005	8.449	5.618800000000001	2291.815809604962	0.0	0.0	14.802553745292023
0.403125	32.0	20.0	2259.5253912989824	0.0	0.0	40.549892661389
0.406095	45.0	19.0	2279.1657644248835	0.0	0.0	42.24868234598397
0.402705	9.3	6.1999999999999975	2256.7509299180183	0.0	0.0	16.115386458122504
0.406095	45.0	19.0	2279.1657644248835	0.0	0.0	42.24868234598397
0.401765	37.99999999999999	34.999999999999986	2250.5440883099873	0.0	0.0	55.79672361935617
0.410945	24.6993	17.1892	2311.317137627057	0.0	0.0	33.69107415315549
0.414765	43.99999999999999	35.99999999999999	2336.708882730988	0.0	0.0	57.718600962736225
0.414135	38.72023199999999	26.20747599999999	2332.517102722856	0.0	0.0	47.798730561672954
0.410405	27.0	23.0	2307.73258189107	0.0	0.0	40.09357790648176
0.419765	36.0	6.599999999999998	2370.0346983167724	0.0	0.0	21.282241326057424
0.410405	27.0	23.0	2307.73258189107	0.0	0.0	40.09357790648176
0.411355	29.0	22.0	2314.039548815656	0.0	0.0	40.29639304771366
0.418625	17.0	6.200000000000001	2362.4274066501284	0.0	0.0	18.38926444380084
0.419125	24.31667699999999	6.073195999999998	2365.763284387358	0.0	0.0	19.479028995785338
0.414865	8.449	5.618800000000001	2337.3743946302498	0.0	0.0	14.566740317386122
0.416625	37.99999999999999	34.999999999999986	2349.094123255141	0.0	0.0	53.90282378459327
0.411355	29.0	22.0	2314.039548815656	0.0	0.0	40.29639304771366
0.418395	37.99999999999999	34.999999999999986	2360.893246075441	0.0	0.0	53.68634843626408
0.410785	40.99999999999998	36.99999999999999	2310.2549214972423	0.0	0.0	57.51545277982714
0.411355	29.0	22.0	2314.039548815656	0.0	0.0	40.29639304771366
0.427515	34.99999999999999	14.999999999999995	2421.891181700997	0.0	0.0	33.678932293830144
0.428415	52.99999999999999	30.0	2427.929006502964	0.0	0.0	53.70941622405046
0.420155	37.99999999999999	34.999999999999986	2372.638411241879	0.0	0.0	53.47293344646956
0.423795	20.0	11.999999999999995	2396.969619725714	0.0	0.0	25.800623594416376
0.421055	29.0	22.0	2378.6493477552553	0.0	0.0	39.433588451277814
0.428565	27.0	23.0	2428.93562873157	0.0	0.0	38.52167035541464
0.421055	29.0	22.0	2378.6493477552553	0.0	0.0	39.433588451277814
0.425865	8.449	5.618800000000001	2410.8303436062038	0.0	0.0	14.204676184102365
0.421895	33.99999999999999	11.999999999999998	2384.2625338791936	0.0	0.0	29.871868613773234
0.421055	29.0	22.0	2378.6493477552553	0.0	0.0	39.433588451277814
0.422905	24.31667699999999	6.073195999999998	2391.015525501081	0.0	0.0	19.308205956089303
0.424785	8.449	5.618800000000001	2403.5964929862325	0.0	0.0	14.23938308554348
0.424345	19.4996	15.9853	2400.650724832049	0.0	0.0	29.0050182384686
0.421055	29.0	22.0	2378.6493477552553	0.0	0.0	39.433588451277814
0.421905	37.99999999999999	34.999999999999986	2384.3293748335527	0.0	0.0	53.26252508736198
0.423705	8.449	5.618800000000001	2396.367374026989	0.0	0.0	14.274269319654167
0.429285	43.99999999999999	35.99999999999999	2433.768679592676	0.0	0.0	55.86567049243659
0.422755	32.0671	23.59800000000001	2390.012343547632	0.0	0.0	42.09588907924966
0.424905	43.99999999999999	35.99999999999999	2404.400020622397	0.0	0.0	56.4110635411166
0.421655	43.99999999999999	35.99999999999999	2382.658473132031	0.0	0.0	56.82319224220516
0.423995	38.72023199999999	26.20747599999999	2398.308061285295	0.0	0.0	46.73830224202027
0.4310850000000001	35.0	30.0	2445.8604507218342	0.0	0.0	47.438290455180095
0.434485	37.99999999999999	34.999999999999986	2468.7360144502577	0.0	0.0	51.80069822392943
0.436455	43.99999999999999	35.99999999999999	2482.0115933502984	0.0	0.0	54.99686386599323
